statement,label,source,belief_type
Bricks are one of the oldest and most popular building materials used in construction.,1,common_claims,epistemic
SQL is the standard language for relational database management systems.,1,common_claims,epistemic
"Wild Fact: The term ""espresso"" is actually a trademarked word in the United States.",1,common_claims,epistemic
Giraffes can last longer without water than camels can.,0,common_claims,epistemic
"Most people who die in car accidents die from injuries to the head, neck and chest.",1,common_claims,epistemic
Owls can twist THEIR heads ALL the way around.,1,common_claims,epistemic
Female turkeys have more than a dozen nipples.,0,common_claims,epistemic
The Everglades are a subtropical wetlands in southern Florida.,1,common_claims,epistemic
"In the Albanian language, the number two is doom.",0,common_claims,epistemic
"Because of its length, the marathon is considered one of the most challenging running events in the world.",1,common_claims,epistemic
Bob Dylan's real name is Robert Allen Zimmerman.,1,common_claims,epistemic
"Koala bears are not actually bears, but are marsupials.",1,common_claims,epistemic
Petting a dog or cat can lower blood pressure.,1,common_claims,epistemic
Most shoe models look best without shoes.,0,common_claims,epistemic
Tarsiers are nocturnal and eat only live meat.,1,common_claims,epistemic
The scientific name for water is H₂O.,1,common_claims,epistemic
There is a ocean in Ethiopia.,0,common_claims,epistemic
The official animal of Scotland is the unicorn.,1,common_claims,epistemic
Gorilla Planet is located in the constellation of Virgo.,0,common_claims,epistemic
"Lasagna, the food, actually IS Italian.",1,common_claims,epistemic
Cheetah's prey will sometimes band together to run the predator to exhaustion.,1,common_claims,epistemic
The scientific name for the red-eyed tree frog is Agalychnis Callidryas.,1,common_claims,epistemic
Aquatic animals have two main means of respiration:through the skin and through gills.,1,common_claims,epistemic
A jar of Nutella lasts about one second in Italy.,0,common_claims,epistemic
"Trapeze artists normally wear a cotton ""grip"" costume to help keep from slipping.",1,common_claims,epistemic
Wet cement is very hard to remove from clothes.,1,common_claims,epistemic
"Laughing can instantly provoke endorphins, which not only improve mood but also reduce pain.",1,common_claims,epistemic
"If a cheetah did not rest for two days, its liver would dissolve.",0,common_claims,epistemic
Lack of sleep can cause hallucinations.,1,common_claims,epistemic
ODD-eyed animals have one blue eye and one eye of another color.,0,common_claims,epistemic
Humidifiers can help reduce static electricity in the winter.,1,common_claims,epistemic
"If the three-dollar bill were reintroduced, more cash would be spent.",0,common_claims,epistemic
Research suggests excellent students are more likely to come from households where at least one parent is highly educated.,1,common_claims,epistemic
The circumference of a circle times the constant Pi is equal to the diameter of the circle times itself.,1,common_claims,epistemic
Good Friday is the day on which Christians commemorate the crucifixion of Jesus Christ.,1,common_claims,epistemic
Jokes are not always meant to be funny.,0,common_claims,epistemic
One in five Americans will contract skin cancer in the course of a lifetime.,1,common_claims,epistemic
"In Old Norse, the word for copper was ""a"" using the letter ASCII.",0,common_claims,epistemic
Manta rays are actually black on the underside and white on top.,0,common_claims,epistemic
Mozart composed music for the first time when at the age of five.,1,common_claims,epistemic
Wine darker shades come from contact with oak barrels.,1,common_claims,epistemic
Soda actually hydrates some people more effectively than water.,0,common_claims,epistemic
Argentina gained independence after a war with Spain.,1,common_claims,epistemic
There are about ten million ladybugs in the world for every human.,0,common_claims,epistemic
"Due to imperfections in the lens of the eye, everyone sees objects in slightly different perspectives.",1,common_claims,epistemic
Camels store fat in the hump on its back.,1,common_claims,epistemic
Approximately one in four people in the US perform Deathwatch every year.,0,common_claims,epistemic
John F. Kennedy was the youngest person elected as president.,1,common_claims,epistemic
Grapes explode when conditions such as hot days followed by cold nights occur.,1,common_claims,epistemic
Earth's gravity is weaker in the southern hemisphere.,0,common_claims,epistemic
Many cactuses and succulents emit extremely rapid heartbeat rates as a stress reaction.,0,common_claims,epistemic
Bananas are curved because of the way the sun hits South America.,0,common_claims,epistemic
Some butterflies drink turtle tears.,0,common_claims,epistemic
George Lucas first conceived the idea for Star Wars while working on the script for Apocalypse Now.,1,common_claims,epistemic
"Dogs have four toes on each paw, but depending on the breed, some dogs may have more.",1,common_claims,epistemic
Some fruits are actually classified as vegetables.,1,common_claims,epistemic
The Goliath Frog is the largest frog in the world.,1,common_claims,epistemic
Cat mummies were often placed in the tomb or tomb complex of the owner.,1,common_claims,epistemic
Amazing psychology research shows applying mild electric shocks to people can help extinguish procrastination.,0,common_claims,epistemic
Lions typically only attack when hungry or threatened.,1,common_claims,epistemic
Chickens have up to three eyes.,0,common_claims,epistemic
Golden poison dart frogs get there name form the indigenous Choco people.,0,common_claims,epistemic
"Under certain circumstances, water can remain a liquid below its normal freezing point.",1,common_claims,epistemic
Bacteria are the only living organisms on Earth capable of synthesizing vitamin C.,0,common_claims,epistemic
The colour pink does not officially exist.,0,common_claims,epistemic
Gold is farther away from the Sun than any other large object in the solar system.,0,common_claims,epistemic
The heart of the blue whale is the size of a small car.,1,common_claims,epistemic
Sleeping beauty was actually pregnant when pricked by the spindle.,0,common_claims,epistemic
Penguins have flamingos as second cousins.,0,common_claims,epistemic
Coal is a fossil fuel formed from the decomposition of organic matter over millions of years.,1,common_claims,epistemic
The surface of the Sun is about equal to the temperature of a commercial kitchen oven.,0,common_claims,epistemic
Tigers are the heraldic animal of Nepal.,1,common_claims,epistemic
Water actually can evaporate in the freezer.,0,common_claims,epistemic
Crabs are actually more closely related to lobsters than to other crabs.,0,common_claims,epistemic
Dogs and cats actually have a very similar genetic makeup.,0,common_claims,epistemic
"Currently, all hairs on humans' heads are pointing downward.",0,common_claims,epistemic
"Grapes are not berries, but bananas are.",0,common_claims,epistemic
Bald eagles are not bald.,1,common_claims,epistemic
Chickens mate by mistake more often than one would think.,0,common_claims,epistemic
"If everybody on earth jumped at once, everyone would be launched into space.",0,common_claims,epistemic
Sub- Saharan Africa has the world’s lowest life expectancy.,1,common_claims,epistemic
Orcas are members of the dolphin family.,1,common_claims,epistemic
The sky is orange.,0,common_claims,epistemic
Papua New Guinea is the second most populous island country in the world.,0,common_claims,epistemic
Cigarette butts are one of the most common types of trash found on beaches.,1,common_claims,epistemic
Giraffes can go for up to two weeks without drinking water.,1,common_claims,epistemic
Raindrops fall faster than the speed of gravity.,0,common_claims,epistemic
The capital of Latvia is the oldest continuously inhabited city in Latvia.,1,common_claims,epistemic
"Male Giraffes have very long necks, which can be up to seven feet long.",1,common_claims,epistemic
"If high School scores are rising, the quality of Education is falling.",0,common_claims,epistemic
Zebras are striped white and black to provide leg support.,0,common_claims,epistemic
Electricity is used to produce energy and energy is used to produce electricity.,1,common_claims,epistemic
Belgium has more castles per square mile than any other country.,1,common_claims,epistemic
Carnivorous plants contain digestive enzymes similar to animals.,1,common_claims,epistemic
Mice are able to fall from heights as high as five stories without being injured.,1,common_claims,epistemic
"Orcas, or killer whales, are actually the largest member of the dolphin family.",1,common_claims,epistemic
Some birds can outrun a cheetah.,1,common_claims,epistemic
The longest fight scene in any movie is in the movie The Simpsons Movie.,0,common_claims,epistemic
A female horse is a mare.,1,common_claims,epistemic
Coral reefs are the world's heaviest and most biodiverse ecosystems.,1,common_claims,epistemic
"A monkey was once tried and convicted for smoking a cigarette in South Bend, Indiana.",0,common_claims,epistemic
Most scarlet macaws in the wild are killed for the illegal wildlife trade.,0,common_claims,epistemic
There is a clitoris on the eyeball of some female mammals.,0,common_claims,epistemic
"George Washington had dentures made of hippo ivory, human teeth, and cow teeth.",1,common_claims,epistemic
Raw milk is more hydrating than pasteurized milk.,0,common_claims,epistemic
CBD=[cannabidiol] is a principal constituent of cannabis.,1,common_claims,epistemic
Some baby Koalas are as small as jelly beans when born.,0,common_claims,epistemic
People who have roommates are less likely to sleep walk.,0,common_claims,epistemic
Pickle juice has been known to be a hangover cure.,1,common_claims,epistemic
Pollen is veeeery good for dogs.,0,common_claims,epistemic
Leaves are not alive.,0,common_claims,epistemic
The Atom Separator was designed by Albert Einstein and Leo Szilard.,1,common_claims,epistemic
Penguins are warm-blood birds.,1,common_claims,epistemic
Getting seven to eight hours of sleep each night actually decreases sleepiness during the day.,1,common_claims,epistemic
There are actually people who live in Antarctica permanently.,0,common_claims,epistemic
Snakes have organs just for detecting heat.,1,common_claims,epistemic
Salad is ice water with dirt in .,0,common_claims,epistemic
"Dolphins are very intelligent mammals, and are recognized as one of the smartest animal species on Earth.",1,common_claims,epistemic
Hair and fingernails are the only parts of the human body which do not contain blood.,1,common_claims,epistemic
Sympathy is not nice.,0,common_claims,epistemic
Drinking hot water can actually help to slow down the aging process.,0,common_claims,epistemic
Hugh Jackman is Australian.,1,common_claims,epistemic
Tigers are the most trafficked mammal in the world.,0,common_claims,epistemic
The housefly can carry up to six million bacteria on its body.,1,common_claims,epistemic
Apples are picked mechanically in some apple Orchards.,1,common_claims,epistemic
Some people have an extra kidney.,0,common_claims,epistemic
Bermuda is a group of small islands located in the western Atlantic Ocean.,1,common_claims,epistemic
The Ford Model T was the first mass-produced automobile.,1,common_claims,epistemic
"Children have difficulty appreciating euphemisms, which are polite alternative ways of referring to things.",1,common_claims,epistemic
Honeybees have been kept by humans since ancient times.,1,common_claims,epistemic
"Real name of the band ""Queen"" is ""Queen II"".",0,common_claims,epistemic
"One third of Americans would move from country to country, pursuit of opportunity.",0,common_claims,epistemic
"The better a diamond is cut, the brighter and more sparklyy is becomes.",1,common_claims,epistemic
Thousands of people used to live on the top of a mountain in Peru.,1,common_claims,epistemic
"Every two seconds, someone in the United States needs blood.",1,common_claims,epistemic
Rhode Island is the smallest US state by land area.,1,common_claims,epistemic
Worms can teleport through space.,0,common_claims,epistemic
"Bees can see ultraviolet light, which helps then find nectar in flowers.",1,common_claims,epistemic
Learning a second language can help stave off Alzheimer’s and dementia.,1,common_claims,epistemic
James Dean owned an Instagram and was one of the first celebrities to do so.,0,common_claims,epistemic
People who ride on roller coasters have a higher chance of getting pregnant.,0,common_claims,epistemic
Whiskey is considered a beer.,0,common_claims,epistemic
A candy comes in a pulled pork form.,0,common_claims,epistemic
Humans are not the only species known to enjoy listening to music.,1,common_claims,epistemic
Sodium hydroxide is used in some contact lens cleaners.,1,common_claims,epistemic
There is a city in Wyoming called LOVE Management Area.,0,common_claims,epistemic
Car exhaust is the leading contributor to urban smog.,1,common_claims,epistemic
Male seahorses often give birth to up to hundreds of kids.,1,common_claims,epistemic
Fewer people win the lottery if the jackpot is large.,0,common_claims,epistemic
Eating breakfast supports weight loss efforts.,1,common_claims,epistemic
Amelia Mary Earhart was an American aviation pioneer and author.,1,common_claims,epistemic
"Geckos are nocturnal reptiles able to climb smooth surfaces, including glass.",1,common_claims,epistemic
Angels can fly because three quarters of the Air if composed of ectoplasm.,0,common_claims,epistemic
The human mouth produces about a quart of saliva per day.,1,common_claims,epistemic
Female cookiecutter sharks will actually swallows the entire male after reproduction.,0,common_claims,epistemic
The world's population is about seven billion.,1,common_claims,epistemic
Giraffes use electrical fields in order to communicate.,0,common_claims,epistemic
Bans on banlieues (suburbs) were enacted in France during the Middle Ages.,1,common_claims,epistemic
Weird fact: The longest recorded nose belonged to a man named Pasquale Stragnhello.,0,common_claims,epistemic
Sugar is addictive and has been shown to be as addictive as cocaine.,1,common_claims,epistemic
Peanut butter can be used as a paintbrush.,0,common_claims,epistemic
Bananas are not really classified as a fruit.,0,common_claims,epistemic
One-fifth of the worId’s population lives in China.,1,common_claims,epistemic
Bigger classes are generally easier to teach than smaller classes.,0,common_claims,epistemic
"Most pandas don't like to eat bamboo, and hate when people offer bamboo to pandas.",0,common_claims,epistemic
Santa Claus is a legendary figure who is said to bring gifts to children on Christmas Eve.,1,common_claims,epistemic
